origen,destino,distancia,tiempo,
CV87,c714,173181,142514,
CV87,c715,3683,3108,
CV87,c716,172402,141770,
CV87,c717,172571,141959,
CV87,c718,172915,142246,
CV87,c719,4165,3382,
CV87,c720,173000,142321,
CV87,c721,3916,3184,
CV87,c722,181435,149327,
CV87,c723,180893,149123,
CV87,c724,181439,149724,
CV87,c725,179672,147920,
CV87,c726,177628,146005,
CV87,c727,177886,146217,
CV87,c728,182059,149633,
CV87,c729,183854,151132,
CV87,c730,186547,153473,
CV87,c731,183296,150641,
CV87,c732,183663,150950,
CV87,c733,185084,152173,
CV87,c734,283589,233957,
CV87,c735,283907,234239,
CV87,c736,284246,234512,
CV87,c737,284197,234515,
CV87,c738,293279,241949,
CV87,c739,293804,242367,
CV87,c740,293804,242367,
CV87,c741,295213,243564,
CV87,c742,295642,243935,
CV87,c743,294923,243296,
CV87,c744,295236,243556,
CV87,c745,294892,243264,
CV87,c746,295526,243810,
CV87,c747,295632,243934,
CV87,c748,295884,244132,
CV87,c749,295846,244167,
CV87,c750,295306,243822,
CV87,c751,296231,244517,
CV87,c752,297552,245878,
CV87,c753,296894,245101,
CV87,c754,297004,245387,
CV87,c755,295096,246643,
CV87,c756,296105,244393,
CV87,c757,295960,244220,
CV87,c758,292234,241051,
CV87,c759,291389,240374,
CV87,c760,290318,239629,
CV87,c761,289926,239336,
CV87,c762,290214,239583,
CV87,c763,290655,239967,
CV87,c764,290836,240127,
CV87,c765,291263,240493,
CV87,c766,292877,241992,
CV87,c767,292934,242057,
CV87,c768,292729,241789,
CV87,c769,293393,242048,
CV87,c770,293393,242048,
CV87,c771,135056,110283,
CV87,c772,135165,110311,
CV87,c773,134619,109920,
CV87,c774,135933,111071,
CV87,c775,135526,110728,
CV87,c776,87211,71013,
CV87,c777,135165,110311,
CV87,c778,54805,44583,
CV87,c779,55348,45018,
CV87,c780,56270,45769,
CV87,c781,185522,150958,
CV87,c782,185539,151382,
CV87,c783,187180,152762,
CV87,c784,186869,152342,
CV87,c785,186753,152174,
CV87,c786,187618,152921,
CV87,c787,186509,151954,
CV87,c788,nan,nan,
CV87,c789,113879,92471,
CV87,c790,114249,92750,
CV87,c791,5816,4652,
CV87,c792,185808,151391,
CV87,c793,5619,4501,
CV87,c794,3094,2599,
CV87,c795,5091,4067,
CV87,c796,72247,58140,
CV87,c797,114101,92724,
CV87,c798,186629,152056,
CV87,c799,1772,1538,
CV87,c800,114195,92709,
CV87,c801,114044,92672,
CV87,c802,114344,92815,
CV87,c803,223786,185547,
CV87,c804,186736,152155,
CV87,c805,186942,152318,
CV87,c806,185538,151183,
CV87,c807,4715,3778,
CV87,c808,186372,151800,
CV87,c809,223832,185602,
CV87,c810,4982,3995,
CV87,c811,223824,185586,
CV87,c812,184910,150659,
CV87,c813,223546,185325,
CV87,c814,6013,4838,
CV87,c815,223685,185486,
CV87,c816,222767,184741,
CV87,c817,223546,185325,
CV87,c818,6186,5000,
CV87,c819,4857,3771,
CV87,c820,3270,2900,
CV87,c821,161323,130600,
CV87,c822,1155,896,
CV87,c823,162054,131134,
CV87,c824,5278,4206,
CV87,c825,21322,17845,
CV87,c826,715,573,
CV87,c827,7558,6110,
CV87,c828,175529,143686,
CV87,c829,164878,133253,
CV87,c830,160939,130312,
CV87,c831,12910,10754,
CV87,c832,35730,29830,
CV87,c833,23854,19999,
CV87,c834,20940,17534,
CV87,c835,83334,68920,
CV87,c836,35886,30010,
CV87,c837,18228,15316,
CV87,c838,28181,23655,
CV87,c839,nan,nan,
CV87,c840,190027,152899,
CV87,c841,27099,23252,
CV87,c842,9943,7839,
CV87,c843,5588,4352,
CV87,c844,5588,4352,
CV87,c845,4846,3751,
CV87,c846,783,635,
CV87,c847,16359,13162,
CV87,c848,16518,13347,
CV87,c849,16492,13324,
CV87,c850,17199,13941,
CV87,c851,17050,13823,
CV87,c852,16518,13347,
CV87,c853,17778,14341,
CV87,c854,24271,19512,
CV87,c855,24695,19897,
CV87,c856,25004,20128,
CV87,c857,24695,19897,
CV87,c858,27193,22064,
CV87,c859,24695,19897,
CV87,c860,24695,19897,
CV87,c861,24695,19897,
CV87,c862,24686,19887,
CV87,c863,24695,19897,
CV87,c864,24695,19897,
CV87,c865,25194,20294,
CV87,c866,24695,19897,
CV87,c867,24695,19897,
CV87,c868,24988,20161,
CV87,c869,24695,19897,
CV87,c870,24695,19897,
CV87,c871,21154,17737,
CV87,c872,21269,17835,
CV87,c873,20984,17596,
CV87,c874,20392,16986,
CV87,c875,20295,16901,
CV87,c876,19665,16334,
CV87,c877,19566,16257,
CV87,c878,20383,16941,
CV87,c879,293657,242475,
CV87,c880,294161,242889,
CV87,c881,293288,242168,
CV87,c882,296105,244393,
CV87,c883,56421,45886,
CV87,c884,4185,3301,
CV87,c885,6098,4761,
CV87,c886,6015,4716,
CV87,c887,5793,4534,
CV87,c888,5756,4511,
CV87,c889,5183,4034,
CV87,c890,5623,4534,
CV87,c891,71588,57626,
CV87,c892,72466,58417,
CV87,c893,5181,4035,
CV88,c1,8601,7142,
CV88,c2,9521,7928,
CV88,c3,10395,8606,
CV88,c4,9988,8271,
CV88,c5,9188,7634,
CV88,c6,9504,7930,
CV88,c7,8503,7083,
CV88,c8,7071,5902,
CV88,c9,8766,7282,
CV88,c10,7687,6407,
CV88,c11,8513,7090,
CV88,c12,9504,7930,
CV88,c13,7171,5991,
CV88,c14,3418,2896,
CV88,c15,7904,6616,
CV88,c16,3993,3368,
CV88,c17,7142,5957,
CV88,c18,4048,3407,
CV88,c19,7894,6607,
CV88,c20,7963,6638,
CV88,c21,10149,8481,
CV88,c22,8222,6843,
CV88,c23,6172,5203,
CV88,c24,5652,4787,
CV88,c25,8334,6947,
CV88,c26,6794,5702,
CV88,c27,4274,3593,
CV88,c28,7521,6308,
CV88,c29,8053,6746,
CV88,c30,9031,7558,
CV88,c31,8510,7124,
CV88,c32,9032,7558,
CV88,c33,8095,6793,
CV88,c34,7684,6441,
CV88,c35,6391,5390,
CV88,c36,7011,5875,
CV88,c37,5011,4232,
CV88,c38,5637,4718,
CV88,c39,2561,2105,
CV88,c40,2523,2079,
CV88,c41,6607,5498,
CV88,c42,3167,2672,
CV88,c43,6214,5157,
CV88,c44,6284,5211,
CV88,c45,7041,5825,
CV88,c46,3098,2615,
CV88,c47,5246,4335,
CV88,c48,4731,3895,
CV88,c49,5246,4335,
CV88,c50,4490,3736,
CV88,c51,3783,3192,
CV88,c52,2072,1689,
CV88,c53,1665,1358,
CV88,c54,1679,1393,
CV88,c55,5015,4193,
CV88,c56,5171,4307,
CV88,c57,6107,5068,
CV88,c58,7396,6201,
CV88,c59,6607,5498,
CV88,c60,6107,5068,
CV88,c61,3098,2615,
CV88,c62,4274,3593,
CV88,c63,2840,2411,
CV88,c64,4374,3670,
CV88,c65,5448,4529,
CV88,c66,4901,4080,
CV88,c67,5029,4227,
CV88,c68,5239,4425,
CV88,c69,6625,5572,
CV88,c70,6116,5176,
CV88,c71,4787,4006,
CV88,c72,5914,5011,
CV88,c73,6127,5104,
CV88,c74,4370,3634,
CV88,c75,4901,4080,
CV88,c76,3847,3156,
CV88,c77,3102,2564,
CV88,c78,5428,4525,
CV88,c79,7298,6056,
CV88,c80,4511,3776,
CV88,c81,6781,5675,
CV88,c82,20403,16788,
CV88,c83,21480,17919,
CV88,c84,19817,16604,
CV88,c85,19651,16438,
CV88,c86,19233,16071,
CV88,c87,21480,17919,
CV88,c88,19759,16335,
CV88,c89,21480,17919,
CV88,c90,18798,15444,
CV88,c91,18507,15297,
CV88,c92,15265,12772,
CV88,c93,16950,14077,
CV88,c94,17329,14145,
CV88,c95,16188,13152,
CV88,c96,16199,13209,
CV88,c97,19383,16293,
CV88,c98,18139,14943,
CV88,c99,20355,17174,
CV88,c100,19930,16502,
CV88,c101,19719,16364,
CV88,c102,19644,16704,
CV88,c103,18793,15528,
CV88,c104,19299,15947,
CV88,c105,19656,16253,
CV88,c106,20014,16992,
CV88,c107,18807,15485,
CV88,c108,20166,16757,
CV88,c109,18728,16023,
CV88,c110,18723,15897,
CV88,c111,18628,15797,
CV88,c112,8600,7069,
CV88,c113,18175,15425,
CV88,c114,17614,14458,
CV88,c115,19438,16031,
CV88,c116,16664,14163,
CV88,c117,15814,12877,
CV88,c118,14981,12254,
CV88,c119,15046,12262,
CV88,c120,17288,14640,
CV88,c121,17919,15226,
CV88,c122,17983,15261,
CV88,c123,18080,15336,
CV88,c124,16664,14163,
CV88,c125,16674,14162,
CV88,c126,16664,14163,
CV88,c127,15963,13565,
CV88,c128,6191,5204,
CV88,c129,7165,6033,
CV88,c130,17039,13987,
CV88,c131,14973,12231,
CV88,c132,15746,12925,
CV88,c133,23871,20252,
CV88,c134,15334,12763,
CV88,c135,14721,12196,
CV88,c136,14457,11953,
CV88,c137,14298,11830,
CV88,c138,16647,13642,
CV88,c139,18823,16005,
CV88,c140,16390,13786,
CV88,c141,16660,13899,
CV88,c142,18151,14892,
CV88,c143,17496,14362,
CV88,c144,18284,15069,
CV88,c145,18145,14924,
CV88,c146,18521,15264,
CV88,c147,21264,18005,
CV88,c148,16424,13825,
CV88,c149,16192,13512,
CV88,c150,19751,16835,
CV88,c151,15103,12667,
CV88,c152,19258,16418,
CV88,c153,18922,16097,
CV88,c154,15565,13084,
CV88,c155,18606,15828,
CV88,c156,18208,15497,
CV88,c157,17669,15041,
CV88,c158,18248,15529,
CV88,c159,15746,13240,
CV88,c160,16751,14262,
CV88,c161,16443,13848,
CV88,c162,16909,14196,
CV88,c163,16293,13722,
CV88,c164,17082,14554,
CV88,c165,16443,13848,
CV88,c166,16705,13994,
CV88,c167,16621,14124,
CV88,c168,17194,14460,
CV88,c169,15335,12909,
CV88,c170,17791,14978,
CV88,c171,17248,14480,
CV88,c172,17292,14510,
CV88,c173,12880,10879,
CV88,c174,17731,14889,
CV88,c175,17621,14779,
CV88,c176,16100,13556,
CV88,c177,16443,13848,
CV88,c178,18179,15270,
CV88,c179,13487,11472,
CV88,c180,19680,16230,
CV88,c181,19800,16333,
CV88,c182,11112,9363,
CV88,c183,11312,9541,
CV88,c184,19245,16185,
CV88,c185,17874,15105,
CV88,c186,19934,16818,
CV88,c187,18255,15594,
CV88,c188,21079,17863,
CV88,c189,21113,17907,
CV88,c190,22202,18837,
CV88,c191,21999,18621,
CV88,c192,17733,15135,
CV88,c193,18346,15653,
CV88,c194,18961,16205,
CV88,c195,20815,17260,
CV88,c196,20676,17102,
CV88,c197,21906,18162,
CV88,c198,21947,18917,
CV88,c199,22192,19215,
CV88,c200,21242,17576,
CV88,c201,23135,19229,
CV88,c202,14388,12122,
CV88,c203,21595,18593,
CV88,c204,14327,12477,
CV88,c205,19662,16809,
CV88,c206,14304,12249,
CV88,c207,18501,15776,
CV88,c208,14370,12375,
CV88,c209,16431,13986,
CV88,c210,14647,12990,
CV88,c211,22722,18886,
CV88,c212,22440,18636,
CV88,c213,15260,13202,
CV88,c214,22478,18701,
CV88,c215,22173,18403,
CV88,c216,20865,17254,
CV88,c217,15457,13200,
CV88,c218,17833,15199,
CV88,c219,17943,15273,
CV88,c220,17833,15199,
CV88,c221,17706,15110,
CV88,c222,21838,18462,
CV88,c223,17903,15288,
CV88,c224,21905,18268,
CV88,c225,18937,16155,
CV88,c226,19231,16409,
CV88,c227,19083,16358,
CV88,c228,19482,16695,
CV88,c229,13614,11126,
CV88,c230,19764,16893,
CV88,c231,16352,13927,
CV88,c232,20401,17462,
CV88,c233,14068,11507,
CV88,c234,20872,17864,
CV88,c235,15742,13426,
CV88,c236,20529,17580,
CV88,c237,22877,19435,
CV88,c238,20372,17441,
CV88,c239,23795,20215,
CV88,c240,16697,13970,
CV88,c241,24207,20613,
CV88,c242,20740,17736,
CV88,c243,20372,17421,
CV88,c244,16697,13970,
CV88,c245,20493,17517,
CV88,c246,18737,15732,
CV88,c247,24841,20979,
CV88,c248,20566,17575,
CV88,c249,20859,17824,
CV88,c250,20913,17869,
CV88,c251,26441,22302,
CV88,c252,25967,21904,
CV88,c253,20397,17490,
CV88,c254,20235,17344,
CV88,c255,13210,10815,
CV88,c256,25216,20936,
CV88,c257,25097,20863,
CV88,c258,13261,10878,
CV88,c259,25638,21288,
CV88,c260,20487,17537,
CV88,c261,20835,17707,
CV88,c262,16839,13815,
CV88,c263,19768,16932,
CV88,c264,12769,10541,
CV88,c265,18506,15800,
CV88,c266,19070,16340,
CV88,c267,19227,16457,
CV88,c268,18854,16157,
CV88,c269,12827,10637,
CV88,c270,19148,16380,
CV88,c271,18851,16114,
CV88,c272,12907,10643,
CV88,c273,18028,15390,
CV88,c274,17462,14903,
CV88,c275,12907,10643,
CV88,c276,16737,14278,
CV88,c277,16059,13673,
CV88,c278,13392,11183,
CV88,c279,12534,10388,
CV88,c280,17765,15144,
CV88,c281,13254,11220,
CV88,c282,11931,9828,
CV88,c283,12880,10879,
CV88,c284,14974,12718,
CV88,c285,15584,13143,
CV88,c286,15565,13117,
CV88,c287,19006,16217,
CV88,c288,14974,12718,
CV88,c289,15213,12801,
CV88,c290,12140,10035,
CV88,c291,14859,12459,
CV88,c292,14989,12618,
CV88,c293,12592,10372,
CV88,c294,14275,11986,
CV88,c295,13738,11519,
CV88,c296,12863,10627,
CV88,c297,13889,11653,
CV88,c298,19559,16711,
CV88,c299,13582,11393,
CV88,c300,15434,13133,
CV88,c301,184859,152758,
CV88,c302,185263,153021,
CV88,c303,185123,152935,
CV88,c304,185810,153445,
CV88,c305,184501,152293,
CV88,c306,185593,153323,
CV88,c307,184350,152087,
CV88,c308,185764,153449,
CV88,c309,186430,153798,
CV88,c310,187122,154316,
CV88,c311,189549,156437,
CV88,c312,186872,154114,
CV88,c313,187168,154406,
CV88,c314,187717,154807,
CV88,c315,186779,154087,
CV88,c316,187363,154578,
CV88,c317,187227,154463,
CV88,c318,187515,154699,
CV88,c319,184185,151993,
CV88,c320,140336,115614,
CV88,c321,139069,114855,
CV88,c322,139624,115273,
CV88,c323,139877,115526,
CV88,c324,139882,115566,
CV88,c325,139879,115255,
CV88,c326,138587,114070,
CV88,c327,13581,11321,
CV88,c328,15064,12545,
CV88,c329,15028,12751,
CV88,c330,14745,12491,
CV88,c331,15648,13279,
CV88,c332,14632,12393,
CV88,c333,16361,13916,
CV88,c334,15197,12899,
CV88,c335,15400,13069,
CV88,c336,14474,12274,
CV88,c337,14217,11914,
CV88,c338,19244,16338,
CV88,c339,12742,10751,
CV88,c340,14141,11818,
CV88,c341,13295,11235,
CV88,c342,13032,10994,
CV88,c343,12600,10644,
CV88,c344,19489,16535,
CV88,c345,20507,17384,
CV88,c346,13582,11393,
CV88,c347,18802,15934,
CV88,c348,10928,9029,
CV88,c349,12208,10279,
CV88,c350,16303,13900,
CV88,c351,10920,9185,
CV88,c352,11240,9433,
CV88,c353,12264,10344,
CV88,c354,17837,15100,
CV88,c355,10298,8609,
CV88,c356,10298,8609,
CV88,c357,13350,11231,
CV88,c358,16427,13854,
CV88,c359,12456,10456,
CV88,c360,10933,9162,
CV88,c361,10298,8609,
CV88,c362,12571,10480,
CV88,c363,16748,14127,
CV88,c364,11385,9420,
CV88,c365,16427,13854,
CV88,c366,292905,241694,
CV88,c367,290539,239747,
CV88,c368,289700,239022,
CV88,c369,15545,13241,
CV88,c370,15960,13355,
CV88,c371,289978,239244,
CV88,c372,289395,238777,
CV88,c373,289978,239244,
CV88,c374,289567,238913,
CV88,c375,288998,238432,
CV88,c376,288770,238251,
CV88,c377,288184,237749,
CV88,c378,291587,240599,
CV88,c379,291489,240519,
CV88,c380,291555,240581,
CV88,c381,290226,239470,
CV88,c382,290226,239470,
CV88,c383,290183,239429,
CV88,c384,290160,239410,
CV88,c385,290226,239470,
CV88,c386,290868,240012,
CV88,c387,290868,240012,
CV88,c388,291393,240474,
CV88,c389,291370,240467,
CV88,c390,291845,241018,
CV88,c391,291845,241018,
CV88,c392,292637,241524,
CV88,c393,292603,241501,
CV88,c394,292383,241456,
CV88,c395,292563,241689,
CV88,c396,292566,241620,
CV88,c397,293910,242709,
CV88,c398,293427,242189,
CV88,c399,293571,242272,
CV88,c400,290730,243073,
CV88,c401,290614,242945,
CV88,c402,290146,242509,
CV88,c403,294541,243233,
CV88,c404,294698,243308,
CV88,c405,289989,242372,
CV88,c406,289583,242073,
CV88,c407,289659,242198,
CV88,c408,289659,242198,
CV88,c409,288495,241189,
CV88,c410,291017,243225,
CV88,c411,291017,243225,
CV88,c412,291977,244054,
CV88,c413,292834,245028,
CV88,c414,293445,245458,
CV88,c415,290198,239452,
CV88,c416,290013,239296,
CV88,c417,11385,9420,
CV88,c418,16563,13958,
CV88,c419,16077,13538,
CV88,c420,16077,13538,
CV88,c421,13318,11181,
CV88,c422,17617,14849,
CV88,c423,13922,11681,
CV88,c424,17925,15187,
CV88,c425,17528,14852,
CV88,c426,12928,10845,
CV88,c427,12968,10861,
CV88,c428,18944,16068,
CV88,c429,19667,16644,
CV88,c430,11654,9770,
CV88,c431,20421,17262,
CV88,c432,12685,10610,
CV88,c433,11892,9875,
CV88,c434,18829,15962,
CV88,c435,18520,15740,
CV88,c436,12228,10170,
CV88,c437,10878,9072,
CV88,c438,14827,12478,
CV88,c439,14827,12478,
CV88,c440,16967,14471,
CV88,c441,13605,11416,
CV88,c442,13780,11595,
CV88,c443,9454,7912,
CV88,c444,9205,7656,
CV88,c445,9217,7660,
CV88,c446,19992,16885,
CV88,c447,16658,14172,
CV88,c448,77503,63440,
CV88,c449,50158,40897,
CV88,c450,77636,63125,
CV88,c451,78411,63767,
CV88,c452,78877,64159,
CV88,c453,76813,62456,
CV88,c454,80040,65080,
CV88,c455,76813,62456,
CV88,c456,89976,73758,
CV88,c457,88457,72308,
CV88,c458,90290,73878,
CV88,c459,89344,73081,
CV88,c460,89587,73257,
CV88,c461,90054,73642,
CV88,c462,113028,92339,
CV88,c463,113475,92704,
CV88,c464,113400,92641,
CV88,c465,114736,93899,
CV88,c466,115169,94210,
CV88,c467,70853,57042,
CV88,c468,70277,56549,
CV88,c469,69696,56070,
CV88,c470,70093,56420,
CV88,c471,69219,55709,
CV88,c472,69985,56299,
CV88,c473,70513,56750,
CV88,c474,70347,56617,
CV88,c475,70947,57113,
CV88,c476,70978,57141,
CV88,c477,72051,57961,
CV88,c478,71499,57540,
CV88,c479,72059,58021,
CV88,c480,68797,55427,
CV88,c481,71759,57857,
CV88,c482,3884098,3147809,
CV88,c483,69317,55791,
CV88,c484,2056109,1672513,
CV88,c485,59526,48047,
CV88,c486,59450,47990,
CV88,c487,59185,47665,
CV88,c488,59275,47740,
CV88,c489,58608,47194,
CV88,c490,59722,48074,
CV88,c491,58825,47446,
CV88,c492,58310,46931,
CV88,c493,57856,46651,
CV88,c494,58155,46858,
CV88,c495,58855,47494,
CV88,c496,59202,47853,
CV88,c497,59168,47757,
CV88,c498,59341,47898,
CV88,c499,59272,47860,
CV88,c500,59026,47638,
CV88,c501,58825,47446,
CV88,c502,58155,46858,
CV88,c503,15537,13052,
CV88,c504,145086,122364,
CV88,c505,145486,122618,
CV88,c506,145111,122308,
CV88,c507,144733,121916,
CV88,c508,144933,122106,
CV88,c509,144306,121610,
CV88,c510,144306,121610,
CV88,c511,159083,129207,
CV88,c512,159362,129386,
CV88,c513,160330,130124,
CV88,c514,159622,129586,
CV88,c515,160075,129964,
CV88,c516,160432,130208,
CV88,c517,160371,130169,
CV88,c518,159882,129836,
CV88,c519,160075,129964,
CV88,c520,169949,139398,
CV88,c521,170892,140128,
CV88,c522,172103,141143,
CV88,c523,172422,141386,
CV88,c524,172648,141589,
CV88,c525,172871,141741,
CV88,c526,173555,142367,
CV88,c527,183637,150032,
CV88,c528,174220,142812,
CV88,c529,175802,144112,
CV88,c530,176143,144413,
CV88,c531,174221,142977,
CV88,c532,174356,143032,
CV88,c533,176657,142866,
CV88,c534,61167,49721,
CV88,c535,200188,165285,
CV88,c536,1799,1445,
CV88,c537,74663,60747,
CV88,c538,14021,11800,
CV88,c539,14295,12055,
CV88,c540,14978,12606,
CV88,c541,15159,12785,
CV88,c542,15036,12769,
CV88,c543,15239,12864,
CV88,c544,14358,12089,
CV88,c545,15737,13221,
CV88,c546,15536,13054,
CV88,c547,18196,15539,
CV88,c548,17862,15005,
CV88,c549,15635,13147,
CV88,c550,15725,13277,
CV88,c551,16967,14471,
CV88,c552,17752,15085,
CV88,c553,16577,13990,
CV88,c554,15694,13345,
CV88,c555,15565,13201,
CV88,c556,7733,6458,
CV88,c557,12037,10018,
CV88,c558,7577,6302,
CV88,c559,6912,5808,
CV88,c560,247,193,
CV88,c561,79791,66135,
CV88,c562,79273,65690,
CV88,c563,79712,66071,
CV88,c564,79894,66198,
CV88,c565,80489,66918,
CV88,c566,79192,65631,
CV88,c567,79924,66251,
CV88,c568,79101,65561,
CV88,c569,7338,6117,
CV88,c570,10621,8787,
CV88,c571,20676,17663,
CV88,c572,22358,19278,
CV88,c573,10338,8670,
CV88,c574,18775,16009,
CV88,c575,7140,5963,
CV88,c576,10469,8689,
CV88,c577,21402,17961,
CV88,c578,10518,8748,
CV88,c579,10222,8509,
CV88,c580,9307,7778,
CV88,c581,15023,12493,
CV88,c582,11717,9846,
CV88,c583,11439,9610,
CV88,c584,12951,10823,
CV88,c585,12914,10783,
CV88,c586,13326,11126,
CV88,c587,15481,13049,
CV88,c588,12884,10782,
CV88,c589,15537,13052,
CV88,c590,11717,9846,
CV88,c591,10825,9040,
CV88,c592,10361,8638,
CV88,c593,19035,16183,
CV88,c594,10877,9091,
CV88,c595,18196,15539,
CV88,c596,12082,10124,
CV88,c597,12884,10782,
CV88,c598,16361,13916,
CV88,c599,11680,9859,
CV88,c600,12037,10018,
CV88,c601,12910,10851,
CV88,c602,11643,9744,
CV88,c603,13662,11511,
CV88,c604,13662,11511,
CV88,c605,12884,10782,
CV88,c606,12037,10018,
CV88,c607,15126,12762,
CV88,c608,8517,7107,
CV88,c609,14160,12015,
CV88,c610,14194,12090,
CV88,c611,14194,12090,
CV88,c612,15167,12862,
CV88,c613,14194,12090,
CV88,c614,16476,13949,
CV88,c615,25417,21134,
CV88,c616,9217,7660,
CV88,c617,8371,7012,
CV88,c618,14284,11683,
CV88,c619,11609,9585,
CV88,c620,10122,8357,
CV88,c621,12614,10383,
CV88,c622,10953,9040,
CV88,c623,9618,7986,
CV88,c624,10272,8547,
CV88,c625,10319,8706,
CV88,c626,12255,10186,
CV88,c627,12015,9939,
CV88,c628,11162,9381,
CV88,c629,11740,9744,
CV88,c630,10836,9024,
CV88,c631,10483,8674,
CV88,c632,10186,8517,
CV88,c633,11108,9194,
CV88,c634,10195,8454,
CV88,c635,9894,8239,
CV88,c636,9590,8068,
CV88,c637,9330,7800,
CV88,c638,9093,7620,
CV88,c639,9165,7792,
CV88,c640,8813,7290,
CV88,c641,8101,6778,
CV88,c642,8009,6527,
CV88,c643,7563,6209,
CV88,c644,6675,5447,
CV88,c645,6046,4923,
CV88,c646,18798,15444,
CV88,c647,6637,5478,
CV88,c648,7095,5894,
CV88,c649,6376,5315,
CV88,c650,8544,7162,
CV88,c651,287128,236908,
CV88,c652,288790,238234,
CV88,c653,290151,239395,
CV88,c654,290539,239747,
CV88,c655,289810,239135,
CV88,c656,289667,238969,
CV88,c657,288184,237749,
CV88,c658,289382,238740,
CV88,c659,289934,239195,
CV88,c660,282898,233625,
CV88,c661,289710,239036,
CV88,c662,288986,238420,
CV88,c663,60278,49385,
CV88,c664,60651,49687,
CV88,c665,75767,61825,
CV88,c666,76427,63064,
CV88,c667,86882,70780,
CV88,c668,87969,71602,
CV88,c669,87912,71535,
CV88,c670,88213,71801,
CV88,c671,87991,71525,
CV88,c672,88965,72333,
CV88,c673,89196,72651,
CV88,c674,88940,72283,
CV88,c675,87991,71525,
CV88,c676,87991,71525,
CV88,c677,75349,61454,
CV88,c678,76813,62456,
CV88,c679,76813,62456,
CV88,c680,76041,62045,
CV88,c681,76580,62491,
CV88,c682,76426,62358,
CV88,c683,76951,62568,
CV88,c684,76061,62219,
CV88,c685,76618,62510,
CV88,c686,76258,62228,
CV88,c687,75870,61909,
CV88,c688,76813,62456,
CV88,c689,75760,61785,
CV88,c690,59344,48593,
CV88,c691,77715,63196,
CV88,c692,76813,62456,
CV88,c693,59539,48564,
CV88,c694,78331,63711,
CV88,c695,78043,63463,
CV88,c696,78111,63515,
CV88,c697,77190,62759,
CV88,c698,78069,63491,
CV88,c699,76664,62325,
CV88,c700,76813,62456,
CV88,c701,175401,144808,
CV88,c702,174751,144224,
CV88,c703,175006,144472,
CV88,c704,174659,144255,
CV88,c705,174707,144333,
CV88,c706,174057,143796,
CV88,c707,174480,144147,
CV88,c708,174021,143653,
CV88,c709,176040,145342,
CV88,c710,174690,144197,
CV88,c711,175394,144778,
CV88,c712,2795,2460,
CV88,c713,175365,144834,
CV88,c714,176045,145424,
CV88,c715,2607,2297,
CV88,c716,175266,144680,
CV88,c717,175435,144869,
CV88,c718,175779,145156,
CV88,c719,3217,2811,
CV88,c720,175864,145231,
CV88,c721,3068,2698,
CV88,c722,184299,152237,
CV88,c723,183757,152033,
CV88,c724,184303,152634,
CV88,c725,182536,150830,
CV88,c726,180492,148915,
CV88,c727,180750,149127,
CV88,c728,184923,152543,
CV88,c729,186718,154042,
CV88,c730,189411,156383,
CV88,c731,186160,153551,
CV88,c732,186527,153860,
CV88,c733,187948,155083,
CV88,c734,280849,231755,
CV88,c735,281167,232037,
CV88,c736,281506,232310,
CV88,c737,281457,232313,
CV88,c738,290539,239747,
CV88,c739,291064,240165,
CV88,c740,291064,240165,
CV88,c741,292473,241362,
CV88,c742,292902,241733,
CV88,c743,292183,241094,
CV88,c744,292496,241354,
CV88,c745,292152,241062,
CV88,c746,292786,241608,
CV88,c747,292892,241732,
CV88,c748,293144,241930,
CV88,c749,293106,241965,
CV88,c750,292566,241620,
CV88,c751,293491,242315,
CV88,c752,294812,243676,
CV88,c753,294154,242899,
CV88,c754,294264,243185,
CV88,c755,292356,244441,
CV88,c756,293365,242191,
CV88,c757,293220,242018,
CV88,c758,289494,238849,
CV88,c759,288649,238172,
CV88,c760,287578,237427,
CV88,c761,287186,237134,
CV88,c762,287474,237381,
CV88,c763,287915,237765,
CV88,c764,288096,237925,
CV88,c765,288523,238291,
CV88,c766,290137,239790,
CV88,c767,290194,239855,
CV88,c768,289989,239587,
CV88,c769,290653,239846,
CV88,c770,290653,239846,
CV88,c771,138600,113520,
CV88,c772,138709,113548,
CV88,c773,138163,113157,
CV88,c774,139477,114308,
CV88,c775,139070,113965,
CV88,c776,90755,74250,
CV88,c777,138709,113548,
CV88,c778,58349,47820,
CV88,c779,58892,48255,
CV88,c780,59814,49006,
CV88,c781,183666,149853,
CV88,c782,183683,150277,
CV88,c783,185324,151657,
CV88,c784,185013,151237,
CV88,c785,184897,151069,
CV88,c786,185762,151816,
CV88,c787,184653,150849,
CV88,c788,nan,nan,
CV88,c789,111139,90269,
CV88,c790,111509,90548,
CV88,c791,2273,1867,
CV88,c792,183952,150286,
CV88,c793,2165,1789,
CV88,c794,2293,2006,
CV88,c795,1548,1282,
CV88,c796,69507,55938,
CV88,c797,111361,90522,
CV88,c798,184773,150951,
CV88,c799,4149,3787,
CV88,c800,111455,90507,
CV88,c801,111304,90470,
CV88,c802,111604,90613,
CV88,c803,220676,183056,
CV88,c804,184880,151050,
CV88,c805,185086,151213,
CV88,c806,183682,150078,
CV88,c807,1779,1490,
CV88,c808,184516,150695,
CV88,c809,220722,183111,
CV88,c810,2224,1860,
CV88,c811,220714,183095,
CV88,c812,183054,149554,
CV88,c813,220436,182834,
CV88,c814,3076,2554,
CV88,c815,220575,182995,
CV88,c816,219657,182250,
CV88,c817,220436,182834,
CV88,c818,3249,2716,
CV88,c819,8401,7008,
